Datetime,Open,High,Low,Close,TotalVolume
2019-09-26 10:00:00,8378.51,8386.01,8344.4,8347.54,454852
2019-09-26 10:30:00,8347.54,8367.41,8316.61,8328.09,581712
2019-09-26 11:00:00,8329.0,8384.42,8329.0,8364.95,424372
2019-09-26 11:30:00,8367.02,8382.87,8344.37,8377.0,425955
2019-09-26 12:00:00,8377.0,8398.1,8352.18,8361.8,576554
2019-09-26 12:30:00,8361.82,8373.45,8335.72,8366.35,387396
2019-09-26 13:00:00,8368.44,8380.13,8354.04,8359.74,321641
2019-09-26 13:30:00,8360.58,8405.57,8360.58,8380.22,415472
2019-09-26 14:00:00,8383.3,8421.32,8380.01,8387.45,375978
2019-09-26 14:30:00,8388.69,8430.69,8384.19,8415.91,386326
2019-09-26 15:00:00,8419.11,8431.0,8386.98,8386.98,381091
2019-09-26 15:30:00,8386.72,8406.25,8386.0,8391.06,386707
2019-09-26 16:00:00,8391.06,8401.06,8363.0,8379.0,500011
2019-09-26 16:30:00,8378.75,8427.04,8367.89,8400.19,478728
2019-09-26 17:00:00,8400.48,8422.46,8390.0,8409.42,252495
2019-09-26 17:30:00,8409.41,8428.47,8397.57,8407.09,315031
2019-09-26 18:00:00,8407.17,8464.4,8406.73,8442.45,539824
2019-09-26 18:30:00,8443.52,8445.26,8410.0,8412.03,441702
2019-09-26 19:00:00,8413.92,8456.02,8412.13,8445.79,581411
2019-09-26 19:30:00,8446.05,8446.44,8412.61,8416.0,396609
2019-09-26 20:00:00,8415.92,8419.01,8387.08,8387.08,508573
2019-09-26 20:30:00,8387.0,8438.88,8382.81,8424.38,486699
2019-09-26 21:00:00,8422.57,8430.54,8396.42,8420.73,356241
2019-09-26 21:30:00,8420.31,8427.3,8331.01,8356.93,840373
2019-09-26 22:00:00,8359.3,8360.69,8031.91,8252.8,5221526
2019-09-26 22:30:00,8252.8,8403.0,8252.8,8286.97,3226837
2019-09-26 23:00:00,8283.78,8287.44,8100.2,8188.59,3527598
2019-09-26 23:30:00,8186.84,8226.0,8133.0,8188.28,1907178
2019-09-27 00:00:00,8188.97,8197.5,7825.89,7921.82,6289838
2019-09-27 00:30:00,7924.55,8018.18,7700.67,7831.82,6871912
2019-09-27 01:00:00,7828.69,7987.9,7741.01,7946.2,4498611
2019-09-27 01:30:00,7946.2,7984.81,7868.75,7954.39,1718755
2019-09-27 02:00:00,7957.74,7961.27,7885.48,7921.0,1209798
2019-09-27 02:30:00,7921.66,7972.83,7904.99,7929.97,1058418
2019-09-27 03:00:00,7928.09,8160.5,7926.82,8118.16,4797180
2019-09-27 03:30:00,8121.81,8121.81,8034.23,8062.56,1058931
2019-09-27 04:00:00,8065.28,8132.59,8059.33,8131.12,812698
2019-09-27 04:30:00,8131.23,8157.0,8074.47,8127.64,752595
2019-09-27 05:00:00,8131.05,8135.12,8076.62,8093.07,552659
2019-09-27 05:30:00,8092.63,8092.64,8010.0,8046.24,746835
2019-09-27 06:00:00,8046.52,8088.24,8046.52,8075.08,570039
2019-09-27 06:30:00,8076.14,8076.14,8018.0,8059.7,879895
2019-09-27 07:00:00,8060.64,8126.65,8059.94,8113.38,595299
2019-09-27 07:30:00,8111.44,8132.62,8080.37,8101.7,548770
2019-09-27 08:00:00,8100.33,8129.72,8049.19,8060.15,617119
2019-09-27 08:30:00,8061.98,8093.21,8050.88,8074.11,432831
2019-09-27 09:00:00,8075.0,8089.64,7955.66,7973.1,1439305
2019-09-27 09:30:00,7972.0,8010.73,7940.37,7956.78,940467
2019-09-27 10:00:00,7955.22,8010.26,7944.21,8008.01,592354
2019-09-27 10:30:00,8003.47,8021.52,7971.88,7975.07,330261
2019-09-27 11:00:00,7974.8,8002.93,7969.9,7989.98,320761
2019-09-27 11:30:00,7990.55,8049.74,7988.01,8036.8,464196
2019-09-27 12:00:00,8036.89,8036.89,7996.06,8019.99,372900
2019-09-27 12:30:00,8019.15,8037.88,7979.21,7993.52,427749
2019-09-27 13:00:00,7993.79,8006.6,7972.66,7992.42,328249
2019-09-27 13:30:00,7992.42,7993.05,7971.13,7980.91,348617
2019-09-27 14:00:00,7980.09,7997.71,7951.77,7977.83,466569
2019-09-27 14:30:00,7977.82,8013.56,7975.1,7988.21,422134
2019-09-27 15:00:00,7987.43,8030.04,7987.43,8025.47,343753
2019-09-27 15:30:00,8026.26,8078.79,8019.0,8053.74,596472
2019-09-27 16:00:00,8053.65,8081.49,8049.72,8060.01,509981
2019-09-27 16:30:00,8060.0,8128.78,8056.94,8106.76,779882
2019-09-27 17:00:00,8107.32,8125.63,8062.5,8079.78,569517
2019-09-27 17:30:00,8075.14,8082.9,8020.0,8047.6,1067370
2019-09-27 18:00:00,8046.15,8067.24,8015.0,8050.0,1040029
2019-09-27 18:30:00,8050.01,8066.08,8031.08,8049.94,467484
2019-09-27 19:00:00,8053.13,8082.0,8049.26,8062.36,516043
2019-09-27 19:30:00,8064.0,8067.09,7956.96,7994.53,1371128
2019-09-27 20:00:00,7992.29,7997.02,7951.37,7988.08,805298
2019-09-27 20:30:00,7984.71,8025.0,7945.71,8009.46,983373
2019-09-27 21:00:00,8012.8,8033.91,7979.44,7987.89,722269
2019-09-27 21:30:00,7988.03,8025.43,7986.87,8022.52,509202
2019-09-27 22:00:00,8024.05,8027.14,7981.51,7999.37,626480
2019-09-27 22:30:00,7999.37,8097.0,7960.77,7996.2,2384634
2019-09-27 23:00:00,7995.73,8009.66,7942.65,7968.54,1052098
2019-09-27 23:30:00,7966.87,7988.77,7913.78,7936.03,1798541
2019-09-28 00:00:00,7937.85,7994.0,7851.94,7977.1,3305430
2019-09-28 00:30:00,7976.3,8026.9,7934.73,8001.95,2020376
2019-09-28 01:00:00,8001.71,8046.87,7987.88,8000.02,873948
2019-09-28 01:30:00,8000.03,8025.01,7976.43,8005.81,614641
2019-09-28 02:00:00,8005.73,8050.13,8005.73,8028.53,549167
2019-09-28 02:30:00,8031.11,8052.64,8006.59,8036.77,416127
2019-09-28 03:00:00,8036.17,8051.34,8010.0,8029.3,512580
2019-09-28 03:30:00,8029.3,8030.62,8003.69,8020.92,439898
2019-09-28 04:00:00,8022.12,8060.01,7990.0,7990.7,606225
2019-09-28 04:30:00,7990.01,8054.03,7980.0,8042.58,622270
2019-09-28 05:00:00,8041.28,8082.43,8029.4,8045.58,703744
2019-09-28 05:30:00,8045.57,8165.98,8032.86,8125.12,1247230
2019-09-28 06:00:00,8125.12,8260.0,8123.51,8211.72,2383425
2019-09-28 06:30:00,8211.55,8257.03,8167.03,8232.63,918525
2019-09-28 07:00:00,8231.16,8240.21,8167.96,8168.17,666058
2019-09-28 07:30:00,8171.01,8181.68,8140.0,8148.79,698060
2019-09-28 08:00:00,8149.0,8194.26,8144.97,8176.52,427002
2019-09-28 08:30:00,8178.26,8211.21,8154.25,8180.44,447085
2019-09-28 09:00:00,8180.44,8200.0,8167.58,8196.32,312003
2019-09-28 09:30:00,8196.07,8196.24,8166.58,8167.89,315597
2019-09-28 10:00:00,8167.24,8181.0,8149.99,8157.22,572815
2019-09-28 10:30:00,8157.22,8162.42,8120.02,8133.46,611971
2019-09-28 11:00:00,8133.39,8170.61,8130.53,8166.33,347034
2019-09-28 11:30:00,8166.2,8173.0,8148.15,8150.79,305411
2019-09-28 12:00:00,8152.74,8165.29,8143.1,8164.01,332130
2019-09-28 12:30:00,8164.51,8170.0,8154.07,8168.87,251199
2019-09-28 13:00:00,8166.39,8180.24,8163.75,8170.23,330742
2019-09-28 13:30:00,8170.36,8171.02,8145.52,8153.17,265502
2019-09-28 14:00:00,8153.1,8167.63,8150.52,8153.79,298074
2019-09-28 14:30:00,8153.73,8160.09,8141.18,8154.91,436002
2019-09-28 15:00:00,8154.0,8163.48,8146.02,8148.3,366836
2019-09-28 15:30:00,8152.6,8205.9,8149.48,8196.41,550672
2019-09-28 16:00:00,8196.9,8222.11,8175.25,8211.76,416312
2019-09-28 16:30:00,8212.47,8217.38,8185.56,8198.74,265320
2019-09-28 17:00:00,8201.27,8203.13,8174.1,8184.9,314859
2019-09-28 17:30:00,8184.88,8199.29,8172.0,8197.34,378333
2019-09-28 18:00:00,8199.0,8222.77,8185.07,8222.77,328387
2019-09-28 18:30:00,8222.7,8243.54,8163.04,8180.0,893421
2019-09-28 19:00:00,8180.0,8188.87,8166.33,8181.79,319383
2019-09-28 19:30:00,8181.17,8182.5,8154.43,8158.98,341743
2019-09-28 20:00:00,8159.03,8159.03,8124.03,8133.23,958512
2019-09-28 20:30:00,8132.68,8135.7,8087.38,8087.38,1081164
2019-09-28 21:00:00,8087.38,8108.83,8042.8,8084.8,1425549
2019-09-28 21:30:00,8084.81,8102.98,8035.0,8071.09,1050482
2019-09-28 22:00:00,8072.81,8114.0,8070.0,8113.3,437849
2019-09-28 22:30:00,8113.3,8114.0,8082.24,8104.94,437036
2019-09-28 23:00:00,8103.57,8105.0,8045.58,8071.23,689291
2019-09-28 23:30:00,8068.85,8070.27,8001.14,8044.09,1450608
2019-09-29 00:00:00,8045.31,8072.43,8021.04,8064.07,752628
2019-09-29 00:30:00,8067.1,8133.33,8038.28,8116.65,1284856
2019-09-29 01:00:00,8118.47,8119.64,8082.08,8088.53,581257
2019-09-29 01:30:00,8091.0,8127.94,8086.0,8121.76,398620
2019-09-29 02:00:00,8121.69,8163.55,8096.27,8143.03,497545
2019-09-29 02:30:00,8144.42,8179.0,8127.76,8148.07,919214
2019-09-29 03:00:00,8147.94,8165.4,8122.89,8133.34,390021
2019-09-29 03:30:00,8133.65,8134.43,8097.14,8100.13,326160
2019-09-29 04:00:00,8100.13,8154.78,8100.13,8146.66,365814
2019-09-29 04:30:00,8145.7,8149.91,8119.84,8127.17,413798
2019-09-29 05:00:00,8124.32,8176.0,8121.37,8153.09,628685
2019-09-29 05:30:00,8147.49,8166.75,8137.72,8150.37,439653
2019-09-29 06:00:00,8150.37,8160.0,8120.51,8126.65,502098
2019-09-29 06:30:00,8126.65,8130.23,8065.0,8075.22,697802
2019-09-29 07:00:00,8074.51,8311.0,8057.35,8140.15,6999654
2019-09-29 07:30:00,8142.1,8176.62,8131.54,8175.55,984137
2019-09-29 08:00:00,8173.08,8222.88,8170.0,8195.38,1107655
2019-09-29 08:30:00,8199.0,8226.35,8167.0,8177.39,1019710
2019-09-29 09:00:00,8177.42,8202.83,8161.69,8201.57,506691
2019-09-29 09:30:00,8201.53,8205.0,8170.0,8170.78,389044
2019-09-29 10:00:00,8170.57,8177.85,8163.61,8171.46,436730
2019-09-29 10:30:00,8172.63,8175.58,8153.54,8174.67,356525
2019-09-29 11:00:00,8175.09,8175.25,8152.36,8152.36,372893
2019-09-29 11:30:00,8152.41,8166.04,8140.68,8155.02,455256
2019-09-29 12:00:00,8155.02,8157.49,8121.96,8130.22,587680
2019-09-29 12:30:00,8130.16,8141.26,8120.91,8127.18,592816
2019-09-29 13:00:00,8127.11,8128.71,8098.04,8109.36,537836
2019-09-29 13:30:00,8115.68,8134.48,8096.44,8125.76,429579
2019-09-29 14:00:00,8125.19,8130.07,8106.96,8117.61,433723
2019-09-29 14:30:00,8117.42,8120.27,8102.01,8108.0,524347
2019-09-29 15:00:00,8108.12,8112.91,8073.66,8080.13,722615
2019-09-29 15:30:00,8080.13,8096.54,8040.11,8065.28,699156
2019-09-29 16:00:00,8062.48,8092.63,8060.77,8083.08,614582
2019-09-29 16:30:00,8086.33,8113.31,8085.36,8110.31,467752
2019-09-29 17:00:00,8110.31,8111.99,8082.02,8084.44,232170
2019-09-29 17:30:00,8084.53,8116.99,8067.1,8109.51,538833
2019-09-29 18:00:00,8111.08,8113.07,8079.39,8098.53,405448
2019-09-29 18:30:00,8099.07,8105.01,8060.88,8082.89,532782
2019-09-29 19:00:00,8082.98,8092.73,8048.01,8072.65,594392
2019-09-29 19:30:00,8073.52,8095.24,8031.34,8071.41,729404
2019-09-29 20:00:00,8070.52,8081.18,8043.21,8073.12,584117
2019-09-29 20:30:00,8072.89,8078.05,8020.2,8025.21,1024206
2019-09-29 21:00:00,8025.13,8040.0,7895.93,7993.12,2644637
2019-09-29 21:30:00,7993.28,8050.0,7964.94,7988.77,1074671
2019-09-29 22:00:00,7988.73,8024.85,7970.0,7995.62,522787
2019-09-29 22:30:00,7993.56,8028.56,7975.0,8018.19,606154
2019-09-29 23:00:00,8018.28,8025.03,7962.21,7970.16,510488
2019-09-29 23:30:00,7969.38,7989.88,7932.79,7943.68,1020867
2019-09-30 00:00:00,7944.13,7980.0,7888.98,7965.7,1221509
2019-09-30 00:30:00,7965.7,8014.44,7930.0,7997.81,1406608
2019-09-30 01:00:00,7997.84,8032.73,7991.21,8030.37,805941
2019-09-30 01:30:00,8030.23,8030.41,8003.0,8019.02,428611
2019-09-30 02:00:00,8018.99,8025.0,7981.0,7992.37,678877
2019-09-30 02:30:00,7991.3,8017.9,7987.5,7992.24,346118
2019-09-30 03:00:00,7992.23,7997.91,7952.76,7979.04,674387
2019-09-30 03:30:00,7981.72,8009.95,7932.07,7969.35,1272547
2019-09-30 04:00:00,7968.09,7968.75,7920.01,7956.4,672027
2019-09-30 04:30:00,7951.59,7996.67,7918.75,7976.0,717051
2019-09-30 05:00:00,7971.03,8000.0,7967.19,7988.76,1094424
2019-09-30 05:30:00,7988.45,8101.5,7970.04,8020.0,1829882
2019-09-30 06:00:00,8020.19,8073.12,8003.04,8039.64,903744
2019-09-30 06:30:00,8038.08,8117.49,8020.2,8101.27,1728493
2019-09-30 07:00:00,8101.22,8127.06,8053.91,8072.16,1146395
2019-09-30 07:30:00,8072.01,8092.97,8044.78,8053.76,491345
2019-09-30 08:00:00,8054.54,8067.63,8040.63,8041.96,380206
2019-09-30 08:30:00,8042.08,8054.82,8022.1,8030.06,756387
2019-09-30 09:00:00,8030.06,8031.03,7981.05,8006.53,960076
2019-09-30 09:30:00,8006.46,8016.74,7966.18,8014.3,1206880
2019-09-30 10:00:00,8010.64,8023.0,7992.96,8019.52,626380
2019-09-30 10:30:00,8021.56,8022.13,8003.72,8012.41,731426
2019-09-30 11:00:00,8012.85,8012.86,7966.0,7984.29,784580
2019-09-30 11:30:00,7984.14,7989.98,7953.58,7967.91,538509
2019-09-30 12:00:00,7966.78,7982.57,7962.56,7972.07,484246
2019-09-30 12:30:00,7972.03,7974.75,7731.44,7831.3,4101498
2019-09-30 13:00:00,7828.72,7872.41,7709.01,7819.67,3358645
2019-09-30 13:30:00,7817.91,7856.84,7797.39,7810.21,1098830
2019-09-30 14:00:00,7810.01,7815.86,7767.0,7799.25,780061
2019-09-30 14:30:00,7795.74,7815.16,7760.03,7800.48,1069742
2019-09-30 15:00:00,7801.47,7813.15,7738.33,7753.8,1525449
2019-09-30 15:30:00,7753.9,7789.98,7738.46,7770.7,747776
2019-09-30 16:00:00,7770.2,7822.07,7770.12,7792.82,886501
2019-09-30 16:30:00,7793.19,7894.99,7775.01,7880.0,2255106
2019-09-30 17:00:00,7878.17,7880.0,7839.2,7864.36,718056
2019-09-30 17:30:00,7864.29,7948.0,7842.32,7926.15,1096412
2019-09-30 18:00:00,7928.61,8037.32,7901.0,7998.37,3539656
2019-09-30 18:30:00,8002.91,8081.07,7993.1,8036.56,1630209
2019-09-30 19:00:00,8034.81,8054.11,7985.52,8042.46,923567
2019-09-30 19:30:00,8041.84,8094.48,8011.75,8036.04,1227645
2019-09-30 20:00:00,8036.09,8053.28,8016.28,8034.78,699124
2019-09-30 20:30:00,8033.48,8052.7,8013.87,8018.54,672206
2019-09-30 21:00:00,8018.03,8018.88,7982.08,7998.43,729185
2019-09-30 21:30:00,7998.36,8084.98,7997.17,8082.51,1155273
2019-09-30 22:00:00,8082.77,8164.61,8077.96,8110.73,2788994
2019-09-30 22:30:00,8115.0,8140.1,8090.01,8140.08,573174
2019-09-30 23:00:00,8140.04,8262.2,8112.21,8197.55,2893446
2019-09-30 23:30:00,8197.55,8300.66,8197.55,8250.86,3056134
2019-10-01 00:00:00,8255.06,8298.0,8223.69,8280.0,2170339
2019-10-01 00:30:00,8277.05,8331.89,8226.19,8247.5,1499126
2019-10-01 01:00:00,8247.5,8269.0,8223.0,8259.49,356009
2019-10-01 01:30:00,8258.58,8265.0,8213.99,8221.71,378735
2019-10-01 02:00:00,8221.86,8235.91,8186.0,8219.25,498685
2019-10-01 02:30:00,8219.42,8298.39,8219.42,8280.37,969200
2019-10-01 03:00:00,8283.23,8293.0,8249.0,8259.02,330139
2019-10-01 03:30:00,8258.94,8262.67,8224.98,8240.0,237072
2019-10-01 04:00:00,8245.0,8279.06,8224.71,8269.65,298863
2019-10-01 04:30:00,8268.61,8270.9,8162.0,8207.9,815101
2019-10-01 05:00:00,8209.9,8240.0,8185.0,8212.0,362876
2019-10-01 05:30:00,8209.67,8224.57,8181.62,8183.94,241287
2019-10-01 06:00:00,8183.97,8265.58,8167.0,8223.76,1209438
2019-10-01 06:30:00,8231.94,8265.0,8211.81,8242.58,434783
2019-10-01 07:00:00,8239.94,8244.61,8197.11,8215.59,335855
2019-10-01 07:30:00,8215.51,8254.17,8214.9,8234.08,306410
2019-10-01 08:00:00,8233.81,8288.86,8233.81,8285.84,353429
2019-10-01 08:30:00,8285.31,8312.3,8207.9,8219.26,1096650
2019-10-01 09:00:00,8220.17,8220.51,8187.57,8199.03,317019
2019-10-01 09:30:00,8198.75,8227.0,8171.0,8203.44,449508
2019-10-01 10:00:00,8203.21,8290.0,8191.71,8266.23,555319
2019-10-01 10:30:00,8266.02,8414.87,8259.32,8385.93,1887672
2019-10-01 11:00:00,8385.93,8421.84,8353.86,8415.0,658010
2019-10-01 11:30:00,8415.0,8499.0,8401.32,8445.0,1762610
2019-10-01 12:00:00,8446.2,8460.58,8391.21,8392.36,715548
2019-10-01 12:30:00,8392.39,8445.68,8388.85,8433.72,327913
2019-10-01 13:00:00,8437.2,8466.75,8407.17,8423.56,268551
2019-10-01 13:30:00,8423.56,8438.82,8397.22,8417.68,251091
2019-10-01 14:00:00,8421.52,8426.61,8396.67,8417.24,292273
2019-10-01 14:30:00,8417.04,8418.74,8370.0,8375.6,778091
2019-10-01 15:00:00,8378.9,8385.26,8341.0,8382.01,610025
2019-10-01 15:30:00,8382.01,8385.26,8342.06,8351.15,583808
2019-10-01 16:00:00,8351.91,8415.0,8350.88,8405.03,550500
2019-10-01 16:30:00,8400.79,8409.0,8352.03,8357.4,300792
2019-10-01 17:00:00,8357.38,8380.0,8342.9,8374.0,731053
2019-10-01 17:30:00,8374.41,8375.84,8288.85,8303.39,1362424
2019-10-01 18:00:00,8303.63,8338.1,8296.35,8316.81,511512
2019-10-01 18:30:00,8314.92,8358.39,8314.81,8328.1,588735
2019-10-01 19:00:00,8326.28,8337.72,8295.0,8304.63,655613
2019-10-01 19:30:00,8303.27,8335.0,8285.0,8333.0,573872
2019-10-01 20:00:00,8333.0,8354.49,8309.98,8353.0,551654
2019-10-01 20:30:00,8350.14,8424.72,8313.27,8334.78,1379432
2019-10-01 21:00:00,8332.0,8352.39,8290.45,8311.46,921549
2019-10-01 21:30:00,8310.73,8344.63,8270.0,8341.7,1265201
2019-10-01 22:00:00,8341.74,8374.65,8325.49,8341.0,1135485
2019-10-01 22:30:00,8339.21,8360.41,8311.0,8323.46,816007
2019-10-01 23:00:00,8323.5,8358.37,8310.77,8332.69,462885
2019-10-01 23:30:00,8332.54,8335.0,8301.71,8314.64,558493
2019-10-02 00:00:00,8314.64,8370.0,8305.53,8361.09,527888
2019-10-02 00:30:00,8361.18,8368.0,8323.0,8366.36,530195
2019-10-02 01:00:00,8367.99,8462.87,8356.26,8423.0,2228142
2019-10-02 01:30:00,8428.57,8494.49,8345.24,8380.17,2549676
2019-10-02 02:00:00,8378.8,8393.86,8227.36,8271.02,2886426
2019-10-02 02:30:00,8271.02,8326.03,8235.48,8296.55,1226675
2019-10-02 03:00:00,8296.55,8310.44,8261.0,8287.64,424597
2019-10-02 03:30:00,8282.54,8283.6,8225.03,8280.97,658196
2019-10-02 04:00:00,8280.67,8298.71,8268.12,8295.66,415059
2019-10-02 04:30:00,8300.0,8308.65,8273.03,8277.23,344289
2019-10-02 05:00:00,8277.23,8396.56,8275.47,8346.67,1075753
2019-10-02 05:30:00,8341.91,8392.79,8339.45,8341.25,443247
2019-10-02 06:00:00,8344.54,8344.54,8275.81,8291.78,646191
2019-10-02 06:30:00,8292.21,8326.88,8263.01,8307.82,977102
2019-10-02 07:00:00,8307.81,8340.87,8294.0,8319.0,412291
2019-10-02 07:30:00,8324.97,8360.0,8276.43,8284.93,491417
2019-10-02 08:00:00,8284.39,8294.0,8263.23,8290.0,456365
2019-10-02 08:30:00,8290.0,8321.91,8263.91,8318.68,686528
2019-10-02 09:00:00,8315.49,8315.49,8280.54,8282.35,327085
2019-10-02 09:30:00,8282.65,8325.4,8272.37,8303.13,437938
2019-10-02 10:00:00,8301.0,8315.43,8274.33,8276.17,324529
2019-10-02 10:30:00,8276.37,8298.99,8264.15,8277.12,457434
2019-10-02 11:00:00,8277.13,8278.97,8242.52,8246.22,675555
2019-10-02 11:30:00,8246.34,8246.91,8201.0,8214.37,1334533
2019-10-02 12:00:00,8213.58,8255.0,8213.44,8239.0,431290
2019-10-02 12:30:00,8241.34,8252.36,8213.27,8219.68,363064
2019-10-02 13:00:00,8218.26,8223.71,8180.0,8208.49,800156
2019-10-02 13:30:00,8207.26,8219.65,8160.0,8182.0,1009644
2019-10-02 14:00:00,8182.0,8191.35,8149.35,8158.92,745825
2019-10-02 14:30:00,8159.97,8215.0,8159.97,8181.86,612117
2019-10-02 15:00:00,8181.98,8206.48,8172.41,8203.46,354299
2019-10-02 15:30:00,8203.46,8262.25,8202.0,8209.97,756100
2019-10-02 16:00:00,8210.59,8224.54,8187.77,8194.52,589305
2019-10-02 16:30:00,8194.76,8249.12,8194.76,8234.45,317400
2019-10-02 17:00:00,8230.0,8266.34,8228.09,8232.87,318695
2019-10-02 17:30:00,8231.46,8258.0,8228.13,8244.04,334176
2019-10-02 18:00:00,8248.02,8248.02,8213.87,8224.87,204096
2019-10-02 18:30:00,8229.18,8239.65,8200.1,8206.88,367769
2019-10-02 19:00:00,8206.8,8245.0,8206.73,8244.41,383563
2019-10-02 19:30:00,8243.66,8248.23,8216.36,8232.97,525504
2019-10-02 20:00:00,8233.86,8274.5,8232.85,8255.57,897499
2019-10-02 20:30:00,8256.32,8280.0,8207.93,8221.05,1067255
2019-10-02 21:00:00,8220.85,8229.14,8197.19,8217.24,510135
2019-10-02 21:30:00,8216.7,8246.26,8192.48,8230.93,974470
2019-10-02 22:00:00,8230.75,8236.43,8195.0,8205.3,473474
2019-10-02 22:30:00,8205.49,8225.0,8199.92,8203.83,509899
2019-10-02 23:00:00,8203.84,8241.61,8185.28,8229.69,874084
2019-10-02 23:30:00,8229.68,8241.81,8206.18,8214.03,658519
2019-10-03 00:00:00,8214.13,8235.19,8207.32,8230.4,371371
2019-10-03 00:30:00,8230.41,8264.36,8202.0,8254.2,1172147
2019-10-03 01:00:00,8253.11,8260.99,8208.46,8213.81,753084
2019-10-03 01:30:00,8213.77,8224.0,8177.29,8200.49,1614247
2019-10-03 02:00:00,8200.48,8232.19,8193.43,8225.28,422559
2019-10-03 02:30:00,8225.18,8257.4,8218.32,8232.82,942438
2019-10-03 03:00:00,8232.73,8233.47,8213.44,8227.57,403730
2019-10-03 03:30:00,8227.74,8237.16,8216.27,8226.56,464120
2019-10-03 04:00:00,8226.56,8255.0,8218.24,8250.79,589201
2019-10-03 04:30:00,8250.79,8263.57,8232.22,8242.41,518377
2019-10-03 05:00:00,8242.41,8242.41,8209.18,8218.3,487255
2019-10-03 05:30:00,8218.27,8240.0,8218.03,8232.19,377577
2019-10-03 06:00:00,8232.19,8250.0,8228.19,8249.65,387162
2019-10-03 06:30:00,8249.65,8253.17,8224.44,8228.78,527371
2019-10-03 07:00:00,8228.71,8270.0,8228.46,8259.08,579880
2019-10-03 07:30:00,8260.54,8354.8,8259.08,8325.1,1503654
2019-10-03 08:00:00,8325.03,8365.92,8311.0,8352.14,893066
2019-10-03 08:30:00,8353.4,8386.0,8316.91,8317.32,801346
2019-10-03 09:00:00,8317.32,8341.55,8310.0,8314.98,509709
2019-10-03 09:30:00,8314.98,8339.84,8314.98,8322.18,369072
2019-10-03 10:00:00,8322.42,8325.99,8302.86,8317.0,408563
2019-10-03 10:30:00,8317.16,8341.94,8315.3,8335.08,573990
2019-10-03 11:00:00,8334.25,8338.0,8319.22,8338.0,397094
2019-10-03 11:30:00,8338.0,8340.79,8320.77,8321.53,334034
2019-10-03 12:00:00,8321.53,8333.33,8320.77,8323.92,347331
2019-10-03 12:30:00,8324.55,8358.84,8324.43,8340.94,417251
2019-10-03 13:00:00,8340.95,8363.36,8327.14,8327.67,418641
2019-10-03 13:30:00,8327.54,8340.0,8310.86,8322.85,440830
2019-10-03 14:00:00,8322.83,8324.58,8279.1,8279.6,700626
2019-10-03 14:30:00,8279.1,8296.75,8272.0,8294.63,572277
2019-10-03 15:00:00,8294.27,8296.72,8256.59,8256.6,554919
2019-10-03 15:30:00,8258.8,8271.77,8237.37,8257.19,512101
2019-10-03 16:00:00,8258.02,8265.35,8241.73,8258.14,406950
2019-10-03 16:30:00,8258.9,8275.0,8235.09,8271.5,733405
